,Country,Year,source,target,value,real deaths
2926,Nigeria,2000,Injuries,Intentional injuries,0.3203943314849044,26.0
2927,North Macedonia,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.5853658536585364,0.6
2928,North Macedonia,2000,All Causes,Noncommunicable diseases,18.634146341463413,19.1
2929,North Macedonia,2000,All Causes,Injuries,0.7804878048780487,0.8
2930,North Macedonia,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.19323671497584544,0.2
2931,North Macedonia,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.19323671497584544,0.2
2933,North Macedonia,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.19323671497584544,0.2
2935,North Macedonia,2000,Noncommunicable diseases,Malignant neoplasms,3.768115942028986,3.9
2936,North Macedonia,2000,Noncommunicable diseases,Other neoplasms,0.09661835748792272,0.1
2937,North Macedonia,2000,Noncommunicable diseases,Diabetes mellitus,0.5797101449275363,0.6
2938,North Macedonia,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.09661835748792272,0.1
2940,North Macedonia,2000,Noncommunicable diseases,Neurological conditions,0.19323671497584544,0.2
2941,North Macedonia,2000,Noncommunicable diseases,Cardiovascular diseases,12.173913043478262,12.6
2942,North Macedonia,2000,Noncommunicable diseases,Respiratory diseases,0.7729468599033817,0.8
2943,North Macedonia,2000,Noncommunicable diseases,Digestive diseases,0.38647342995169087,0.4
2944,North Macedonia,2000,Noncommunicable diseases,Genitourinary diseases,0.38647342995169087,0.4
2947,North Macedonia,2000,Noncommunicable diseases,Congenital anomalies,0.09661835748792272,0.1
2949,North Macedonia,2000,Injuries,Unintentional injuries,0.5797101449275363,0.6
2950,North Macedonia,2000,Injuries,Intentional injuries,0.2898550724637681,0.3
2951,Norway,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.489841986455982,3.3
2952,Norway,2000,All Causes,Noncommunicable diseases,17.42663656884876,38.6
2953,Norway,2000,All Causes,Injuries,1.0835214446952597,2.4
2954,Norway,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2690582959641255,0.6
2955,Norway,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.1659192825112106,2.6
2957,Norway,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.04484304932735425,0.1
2959,Norway,2000,Noncommunicable diseases,Malignant neoplasms,4.932735426008968,11.0
2960,Norway,2000,Noncommunicable diseases,Other neoplasms,0.13452914798206275,0.3
2961,Norway,2000,Noncommunicable diseases,Diabetes mellitus,0.2690582959641255,0.6
2962,Norway,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.13452914798206275,0.3
2963,Norway,2000,Noncommunicable diseases,Mental and substance use disorders,0.2690582959641255,0.6
2964,Norway,2000,Noncommunicable diseases,Neurological conditions,0.8071748878923766,1.8
2965,Norway,2000,Noncommunicable diseases,Cardiovascular diseases,8.385650224215244,18.7
2966,Norway,2000,Noncommunicable diseases,Respiratory diseases,1.2107623318385647,2.7
2967,Norway,2000,Noncommunicable diseases,Digestive diseases,0.6726457399103137,1.5
2968,Norway,2000,Noncommunicable diseases,Genitourinary diseases,0.3139013452914797,0.7
2969,Norway,2000,Noncommunicable diseases,Skin diseases,0.04484304932735425,0.1
2970,Norway,2000,Noncommunicable diseases,Musculoskeletal diseases,0.13452914798206275,0.3
2971,Norway,2000,Noncommunicable diseases,Congenital anomalies,0.0896860986547085,0.2
2974,Norway,2000,Injuries,Unintentional injuries,0.8071748878923766,1.8
2975,Norway,2000,Injuries,Intentional injuries,0.3139013452914797,0.7
2976,Oman,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.6262626262626267,1.3
2977,Oman,2000,All Causes,Noncommunicable diseases,14.747474747474747,7.3
2978,Oman,2000,All Causes,Injuries,2.6262626262626267,1.3
2979,Oman,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.8247422680412373,0.4
2980,Oman,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.0309278350515465,0.5
2982,Oman,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.6185567010309279,0.3
2983,Oman,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.20618556701030932,0.1
2984,Oman,2000,Noncommunicable diseases,Malignant neoplasms,1.6494845360824746,0.8
2986,Oman,2000,Noncommunicable diseases,Diabetes mellitus,1.0309278350515465,0.5
2989,Oman,2000,Noncommunicable diseases,Neurological conditions,0.41237113402061865,0.2
2990,Oman,2000,Noncommunicable diseases,Cardiovascular diseases,9.690721649484537,4.7
2991,Oman,2000,Noncommunicable diseases,Respiratory diseases,0.41237113402061865,0.2
2992,Oman,2000,Noncommunicable diseases,Digestive diseases,0.6185567010309279,0.3
2993,Oman,2000,Noncommunicable diseases,Genitourinary diseases,0.20618556701030932,0.1
2996,Oman,2000,Noncommunicable diseases,Congenital anomalies,0.6185567010309279,0.3
2998,Oman,2000,Injuries,Unintentional injuries,2.2680412371134024,1.1
2999,Oman,2000,Injuries,Intentional injuries,0.41237113402061865,0.2
3000,Pakistan,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.64141163104452,678.9
3001,Pakistan,2000,All Causes,Noncommunicable diseases,9.131577078747425,643.0
3002,Pakistan,2000,All Causes,Injuries,1.227011290208052,86.4
3003,Pakistan,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.37943765975575,308.4
3004,Pakistan,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.7594433399602383,123.9
3005,Pakistan,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2896904288554387,20.4
3006,Pakistan,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.0119284294234587,212.1
3007,Pakistan,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2002272081794944,14.1
3008,Pakistan,2000,Noncommunicable diseases,Malignant neoplasms,1.026696961090599,72.3
3010,Pakistan,2000,Noncommunicable diseases,Diabetes mellitus,0.37915364953138303,26.7
3011,Pakistan,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1107639875035501,7.8
3012,Pakistan,2000,Noncommunicable diseases,Mental and substance use disorders,0.029821073558648107,2.1
3013,Pakistan,2000,Noncommunicable diseases,Neurological conditions,0.2229480261289406,15.7
3014,Pakistan,2000,Noncommunicable diseases,Cardiovascular diseases,4.247372905424595,299.1
3015,Pakistan,2000,Noncommunicable diseases,Respiratory diseases,1.3518886679920474,95.2
3016,Pakistan,2000,Noncommunicable diseases,Digestive diseases,0.8207895484237431,57.8
3017,Pakistan,2000,Noncommunicable diseases,Genitourinary diseases,0.5268389662027833,37.1
3019,Pakistan,2000,Noncommunicable diseases,Musculoskeletal diseases,0.024140869071286562,1.7
3020,Pakistan,2000,Noncommunicable diseases,Congenital anomalies,0.360692984947458,25.4
3021,Pakistan,2000,Noncommunicable diseases,Sudden infant death syndrome,0.026980971314967333,1.9
3022,Pakistan,2000,Injuries,Unintentional injuries,0.9003124112468047,63.4
3023,Pakistan,2000,Injuries,Intentional injuries,0.3266117580232888,23.0
3024,Panama,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.739837398373983,2.3
3025,Panama,2000,All Causes,Noncommunicable diseases,13.821138211382113,8.5
3026,Panama,2000,All Causes,Injuries,2.4390243902439024,1.5
3027,Panama,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.4876033057851241,0.9
3028,Panama,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.6611570247933884,0.4
3029,Panama,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1652892561983471,0.1
3030,Panama,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.1570247933884297,0.7
3031,Panama,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.49586776859504134,0.3
3032,Panama,2000,Noncommunicable diseases,Malignant neoplasms,3.3057851239669422,2.0
3033,Panama,2000,Noncommunicable diseases,Other neoplasms,0.1652892561983471,0.1
3034,Panama,2000,Noncommunicable diseases,Diabetes mellitus,0.8264462809917356,0.5
3035,Panama,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1652892561983471,0.1
3036,Panama,2000,Noncommunicable diseases,Mental and substance use disorders,0.1652892561983471,0.1
3037,Panama,2000,Noncommunicable diseases,Neurological conditions,0.3305785123966942,0.2
3038,Panama,2000,Noncommunicable diseases,Cardiovascular diseases,5.289256198347108,3.2
3039,Panama,2000,Noncommunicable diseases,Respiratory diseases,0.9917355371900827,0.6
3040,Panama,2000,Noncommunicable diseases,Digestive diseases,0.8264462809917356,0.5
3041,Panama,2000,Noncommunicable diseases,Genitourinary diseases,0.6611570247933884,0.4
3043,Panama,2000,Noncommunicable diseases,Musculoskeletal diseases,0.1652892561983471,0.1
3044,Panama,2000,Noncommunicable diseases,Congenital anomalies,0.8264462809917356,0.5
3046,Panama,2000,Injuries,Unintentional injuries,1.4876033057851241,0.9
3047,Panama,2000,Injuries,Intentional injuries,0.8264462809917356,0.5
3048,Papua New Guinea,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.0,21.9
3049,Papua New Guinea,2000,All Causes,Noncommunicable diseases,8.67579908675799,19.0
3050,Papua New Guinea,2000,All Causes,Injuries,1.3242009132420092,2.9
3051,Papua New Guinea,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.150341685649202,13.5
3052,Papua New Guinea,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.2300683371298406,2.7
3053,Papua New Guinea,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.18223234624145787,0.4
3054,Papua New Guinea,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.3234624145785876,5.1
3055,Papua New Guinea,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.04555808656036447,0.1
3056,Papua New Guinea,2000,Noncommunicable diseases,Malignant neoplasms,1.8678815489749427,4.1
3058,Papua New Guinea,2000,Noncommunicable diseases,Diabetes mellitus,0.8656036446469247,1.9
3059,Papua New Guinea,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.04555808656036447,0.1
3061,Papua New Guinea,2000,Noncommunicable diseases,Neurological conditions,0.18223234624145787,0.4
3062,Papua New Guinea,2000,Noncommunicable diseases,Cardiovascular diseases,3.052391799544419,6.7
3063,Papua New Guinea,2000,Noncommunicable diseases,Respiratory diseases,1.7767653758542141,3.9
3064,Papua New Guinea,2000,Noncommunicable diseases,Digestive diseases,0.2733485193621868,0.6
3065,Papua New Guinea,2000,Noncommunicable diseases,Genitourinary diseases,0.18223234624145787,0.4
3066,Papua New Guinea,2000,Noncommunicable diseases,Skin diseases,0.04555808656036447,0.1
3068,Papua New Guinea,2000,Noncommunicable diseases,Congenital anomalies,0.36446469248291574,0.8
3069,Papua New Guinea,2000,Noncommunicable diseases,Sudden infant death syndrome,0.04555808656036447,0.1
3070,Papua New Guinea,2000,Injuries,Unintentional injuries,1.0478359908883825,2.3
3071,Papua New Guinea,2000,Injuries,Intentional injuries,0.3189066059225512,0.7
3072,Paraguay,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",5.205479452054794,5.7
3073,Paraguay,2000,All Causes,Noncommunicable diseases,12.237442922374429,13.4
3074,Paraguay,2000,All Causes,Injuries,2.557077625570776,2.8
3075,Paraguay,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.743119266055046,1.9
3076,Paraguay,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.3761467889908259,1.5
3077,Paraguay,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.09174311926605506,0.1
3078,Paraguay,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.743119266055046,1.9
3079,Paraguay,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.18348623853211013,0.2
3080,Paraguay,2000,Noncommunicable diseases,Malignant neoplasms,3.027522935779817,3.3
3082,Paraguay,2000,Noncommunicable diseases,Diabetes mellitus,0.9174311926605506,1.0
3083,Paraguay,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.18348623853211013,0.2
3084,Paraguay,2000,Noncommunicable diseases,Mental and substance use disorders,0.09174311926605506,0.1
3085,Paraguay,2000,Noncommunicable diseases,Neurological conditions,0.18348623853211013,0.2
3087,Paraguay,2000,Noncommunicable diseases,Cardiovascular diseases,4.954128440366974,5.4
3088,Paraguay,2000,Noncommunicable diseases,Respiratory diseases,0.7339449541284405,0.8
3089,Paraguay,2000,Noncommunicable diseases,Digestive diseases,0.8256880733944956,0.9
3090,Paraguay,2000,Noncommunicable diseases,Genitourinary diseases,0.5504587155963303,0.6
3092,Paraguay,2000,Noncommunicable diseases,Musculoskeletal diseases,0.09174311926605506,0.1
3093,Paraguay,2000,Noncommunicable diseases,Congenital anomalies,0.7339449541284405,0.8
3096,Paraguay,2000,Injuries,Unintentional injuries,1.2844036697247707,1.4
3097,Paraguay,2000,Injuries,Intentional injuries,1.2844036697247707,1.4
3098,Peru,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",6.607617360496014,37.3
3099,Peru,2000,All Causes,Noncommunicable diseases,11.071744906997344,62.5
3100,Peru,2000,All Causes,Injuries,2.320637732506643,13.1
3101,Peru,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.4889673433362756,14.1
3102,Peru,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.153574580759047,12.2
3103,Peru,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.14121800529567521,0.8
3104,Peru,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.3592233009708738,7.7
3105,Peru,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.47661076787290385,2.7
3106,Peru,2000,Noncommunicable diseases,Malignant neoplasms,3.8481906443071496,21.8
3108,Peru,2000,Noncommunicable diseases,Diabetes mellitus,0.353045013239188,2.0
3109,Peru,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.088261253309797,0.5
3110,Peru,2000,Noncommunicable diseases,Mental and substance use disorders,0.14121800529567521,0.8
3111,Peru,2000,Noncommunicable diseases,Neurological conditions,0.529567519858782,3.0
3112,Peru,2000,Noncommunicable diseases,Cardiovascular diseases,2.7714033539276257,15.7
3113,Peru,2000,Noncommunicable diseases,Respiratory diseases,0.529567519858782,3.0
3114,Peru,2000,Noncommunicable diseases,Digestive diseases,1.3592233009708738,7.7
3115,Peru,2000,Noncommunicable diseases,Genitourinary diseases,0.7590467784642542,4.3
3116,Peru,2000,Noncommunicable diseases,Skin diseases,0.035304501323918804,0.2
3117,Peru,2000,Noncommunicable diseases,Musculoskeletal diseases,0.035304501323918804,0.2
3118,Peru,2000,Noncommunicable diseases,Congenital anomalies,0.6001765225066196,3.4
3120,Peru,2000,Injuries,Unintentional injuries,1.8181818181818183,10.3
3121,Peru,2000,Injuries,Intentional injuries,0.4942630185348632,2.8
3122,Philippines,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",7.153179190751445,148.5
3123,Philippines,2000,All Causes,Noncommunicable diseases,11.035645472061656,229.1
