,Country,Year,source,target,value
410,Belize,2010,Noncommunicable diseases,Malignant neoplasms,0.2
411,Belize,2010,Noncommunicable diseases,Other neoplasms,0.0
412,Belize,2010,Noncommunicable diseases,Diabetes mellitus,0.1
413,Belize,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
414,Belize,2010,Noncommunicable diseases,Mental and substance use disorders,0.0
415,Belize,2010,Noncommunicable diseases,Neurological conditions,0.0
416,Belize,2010,Noncommunicable diseases,Sense organ diseases,0.0
417,Belize,2010,Noncommunicable diseases,Cardiovascular diseases,0.3
418,Belize,2010,Noncommunicable diseases,Respiratory diseases,0.0
419,Belize,2010,Noncommunicable diseases,Digestive diseases,0.1
420,Belize,2010,Noncommunicable diseases,Genitourinary diseases,0.1
421,Belize,2010,Noncommunicable diseases,Skin diseases,0.0
422,Belize,2010,Noncommunicable diseases,Musculoskeletal diseases,0.0
423,Belize,2010,Noncommunicable diseases,Congenital anomalies,0.0
424,Belize,2010,Noncommunicable diseases,Oral conditions,0.0
425,Benin,2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",50.2
426,Benin,2010,All Causes,Noncommunicable diseases,29.5
427,Benin,2010,All Causes,Injuries,7.3
429,Benin,2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,26.1
430,Benin,2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,10.4
431,Benin,2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.1
432,Benin,2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,11.5
433,Benin,2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.1
435,Benin,2010,Noncommunicable diseases,Malignant neoplasms,4.4
436,Benin,2010,Noncommunicable diseases,Other neoplasms,0.0
437,Benin,2010,Noncommunicable diseases,Diabetes mellitus,1.5
438,Benin,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.2
439,Benin,2010,Noncommunicable diseases,Mental and substance use disorders,0.2
440,Benin,2010,Noncommunicable diseases,Neurological conditions,1.1
441,Benin,2010,Noncommunicable diseases,Sense organ diseases,0.0
442,Benin,2010,Noncommunicable diseases,Cardiovascular diseases,11.2
443,Benin,2010,Noncommunicable diseases,Respiratory diseases,2.0
444,Benin,2010,Noncommunicable diseases,Digestive diseases,3.7
445,Benin,2010,Noncommunicable diseases,Genitourinary diseases,1.9
446,Benin,2010,Noncommunicable diseases,Skin diseases,0.1
447,Benin,2010,Noncommunicable diseases,Musculoskeletal diseases,0.0
448,Benin,2010,Noncommunicable diseases,Congenital anomalies,1.9
449,Benin,2010,Noncommunicable diseases,Oral conditions,0.0
450,Bhutan,2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.0
451,Bhutan,2010,All Causes,Noncommunicable diseases,2.4
452,Bhutan,2010,All Causes,Injuries,0.3
454,Bhutan,2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.6
455,Bhutan,2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.2
456,Bhutan,2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
457,Bhutan,2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
458,Bhutan,2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
460,Bhutan,2010,Noncommunicable diseases,Malignant neoplasms,0.4
461,Bhutan,2010,Noncommunicable diseases,Other neoplasms,0.0
462,Bhutan,2010,Noncommunicable diseases,Diabetes mellitus,0.1
463,Bhutan,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
464,Bhutan,2010,Noncommunicable diseases,Mental and substance use disorders,0.0
465,Bhutan,2010,Noncommunicable diseases,Neurological conditions,0.1
466,Bhutan,2010,Noncommunicable diseases,Sense organ diseases,0.0
467,Bhutan,2010,Noncommunicable diseases,Cardiovascular diseases,0.9
468,Bhutan,2010,Noncommunicable diseases,Respiratory diseases,0.5
469,Bhutan,2010,Noncommunicable diseases,Digestive diseases,0.2
470,Bhutan,2010,Noncommunicable diseases,Genitourinary diseases,0.1
471,Bhutan,2010,Noncommunicable diseases,Skin diseases,0.0
472,Bhutan,2010,Noncommunicable diseases,Musculoskeletal diseases,0.0
473,Bhutan,2010,Noncommunicable diseases,Congenital anomalies,0.1
474,Bhutan,2010,Noncommunicable diseases,Oral conditions,0.0
475,Bolivia (Plurinational State of),2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",18.0
476,Bolivia (Plurinational State of),2010,All Causes,Noncommunicable diseases,44.8
477,Bolivia (Plurinational State of),2010,All Causes,Injuries,6.5
479,Bolivia (Plurinational State of),2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.6
480,Bolivia (Plurinational State of),2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,6.7
481,Bolivia (Plurinational State of),2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
482,Bolivia (Plurinational State of),2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,4.4
483,Bolivia (Plurinational State of),2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.0
485,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Malignant neoplasms,7.5
486,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Other neoplasms,0.0
487,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Diabetes mellitus,3.3
488,Bolivia (Plurinational State of),2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
489,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Mental and substance use disorders,0.5
490,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Neurological conditions,2.3
491,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Sense organ diseases,0.0
492,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Cardiovascular diseases,15.6
493,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Respiratory diseases,3.8
494,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Digestive diseases,5.5
495,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Genitourinary diseases,4.3
496,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Skin diseases,0.1
497,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Musculoskeletal diseases,0.1
498,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Congenital anomalies,1.4
499,Bolivia (Plurinational State of),2010,Noncommunicable diseases,Oral conditions,0.0
500,Bosnia and Herzegovina,2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.8
501,Bosnia and Herzegovina,2010,All Causes,Noncommunicable diseases,34.8
502,Bosnia and Herzegovina,2010,All Causes,Injuries,1.7
504,Bosnia and Herzegovina,2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.3
505,Bosnia and Herzegovina,2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
506,Bosnia and Herzegovina,2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
507,Bosnia and Herzegovina,2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
508,Bosnia and Herzegovina,2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
510,Bosnia and Herzegovina,2010,Noncommunicable diseases,Malignant neoplasms,8.0
511,Bosnia and Herzegovina,2010,Noncommunicable diseases,Other neoplasms,0.0
512,Bosnia and Herzegovina,2010,Noncommunicable diseases,Diabetes mellitus,2.3
513,Bosnia and Herzegovina,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
514,Bosnia and Herzegovina,2010,Noncommunicable diseases,Mental and substance use disorders,0.1
515,Bosnia and Herzegovina,2010,Noncommunicable diseases,Neurological conditions,1.4
516,Bosnia and Herzegovina,2010,Noncommunicable diseases,Sense organ diseases,0.0
517,Bosnia and Herzegovina,2010,Noncommunicable diseases,Cardiovascular diseases,19.4
518,Bosnia and Herzegovina,2010,Noncommunicable diseases,Respiratory diseases,1.4
519,Bosnia and Herzegovina,2010,Noncommunicable diseases,Digestive diseases,1.2
520,Bosnia and Herzegovina,2010,Noncommunicable diseases,Genitourinary diseases,0.7
521,Bosnia and Herzegovina,2010,Noncommunicable diseases,Skin diseases,0.0
522,Bosnia and Herzegovina,2010,Noncommunicable diseases,Musculoskeletal diseases,0.0
523,Bosnia and Herzegovina,2010,Noncommunicable diseases,Congenital anomalies,0.1
524,Bosnia and Herzegovina,2010,Noncommunicable diseases,Oral conditions,0.0
525,Botswana,2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.6
526,Botswana,2010,All Causes,Noncommunicable diseases,7.7
527,Botswana,2010,All Causes,Injuries,1.9
529,Botswana,2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,8.2
530,Botswana,2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.6
531,Botswana,2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
532,Botswana,2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.5
533,Botswana,2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
535,Botswana,2010,Noncommunicable diseases,Malignant neoplasms,0.8
536,Botswana,2010,Noncommunicable diseases,Other neoplasms,0.0
537,Botswana,2010,Noncommunicable diseases,Diabetes mellitus,0.9
538,Botswana,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
539,Botswana,2010,Noncommunicable diseases,Mental and substance use disorders,0.1
540,Botswana,2010,Noncommunicable diseases,Neurological conditions,0.2
541,Botswana,2010,Noncommunicable diseases,Sense organ diseases,0.0
542,Botswana,2010,Noncommunicable diseases,Cardiovascular diseases,3.4
543,Botswana,2010,Noncommunicable diseases,Respiratory diseases,0.7
544,Botswana,2010,Noncommunicable diseases,Digestive diseases,0.9
545,Botswana,2010,Noncommunicable diseases,Genitourinary diseases,0.5
546,Botswana,2010,Noncommunicable diseases,Skin diseases,0.0
547,Botswana,2010,Noncommunicable diseases,Musculoskeletal diseases,0.0
548,Botswana,2010,Noncommunicable diseases,Congenital anomalies,0.1
549,Botswana,2010,Noncommunicable diseases,Oral conditions,0.0
550,Brazil,2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",158.4
551,Brazil,2010,All Causes,Noncommunicable diseases,836.9
552,Brazil,2010,All Causes,Injuries,150.8
554,Brazil,2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,54.8
555,Brazil,2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,63.0
556,Brazil,2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.8
557,Brazil,2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,28.4
558,Brazil,2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,10.5
560,Brazil,2010,Noncommunicable diseases,Malignant neoplasms,190.4
561,Brazil,2010,Noncommunicable diseases,Other neoplasms,3.5
562,Brazil,2010,Noncommunicable diseases,Diabetes mellitus,50.3
563,Brazil,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",13.2
564,Brazil,2010,Noncommunicable diseases,Mental and substance use disorders,9.8
565,Brazil,2010,Noncommunicable diseases,Neurological conditions,29.8
566,Brazil,2010,Noncommunicable diseases,Sense organ diseases,0.1
567,Brazil,2010,Noncommunicable diseases,Cardiovascular diseases,341.9
568,Brazil,2010,Noncommunicable diseases,Respiratory diseases,76.1
569,Brazil,2010,Noncommunicable diseases,Digestive diseases,62.4
570,Brazil,2010,Noncommunicable diseases,Genitourinary diseases,36.9
571,Brazil,2010,Noncommunicable diseases,Skin diseases,3.6
572,Brazil,2010,Noncommunicable diseases,Musculoskeletal diseases,4.8
573,Brazil,2010,Noncommunicable diseases,Congenital anomalies,13.8
574,Brazil,2010,Noncommunicable diseases,Oral conditions,0.1
575,Brunei Darussalam,2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.2
576,Brunei Darussalam,2010,All Causes,Noncommunicable diseases,1.2
577,Brunei Darussalam,2010,All Causes,Injuries,0.1
579,Brunei Darussalam,2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1
580,Brunei Darussalam,2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.0
581,Brunei Darussalam,2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
582,Brunei Darussalam,2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
583,Brunei Darussalam,2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
585,Brunei Darussalam,2010,Noncommunicable diseases,Malignant neoplasms,0.3
586,Brunei Darussalam,2010,Noncommunicable diseases,Other neoplasms,0.0
587,Brunei Darussalam,2010,Noncommunicable diseases,Diabetes mellitus,0.1
588,Brunei Darussalam,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
589,Brunei Darussalam,2010,Noncommunicable diseases,Mental and substance use disorders,0.0
590,Brunei Darussalam,2010,Noncommunicable diseases,Neurological conditions,0.0
591,Brunei Darussalam,2010,Noncommunicable diseases,Sense organ diseases,0.0
592,Brunei Darussalam,2010,Noncommunicable diseases,Cardiovascular diseases,0.4
593,Brunei Darussalam,2010,Noncommunicable diseases,Respiratory diseases,0.1
594,Brunei Darussalam,2010,Noncommunicable diseases,Digestive diseases,0.0
595,Brunei Darussalam,2010,Noncommunicable diseases,Genitourinary diseases,0.1
596,Brunei Darussalam,2010,Noncommunicable diseases,Skin diseases,0.0
597,Brunei Darussalam,2010,Noncommunicable diseases,Musculoskeletal diseases,0.0
598,Brunei Darussalam,2010,Noncommunicable diseases,Congenital anomalies,0.0
599,Brunei Darussalam,2010,Noncommunicable diseases,Oral conditions,0.0
600,Bulgaria,2010,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.7
601,Bulgaria,2010,All Causes,Noncommunicable diseases,105.3
602,Bulgaria,2010,All Causes,Injuries,3.0
604,Bulgaria,2010,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7
605,Bulgaria,2010,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.6
606,Bulgaria,2010,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
607,Bulgaria,2010,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.3
608,Bulgaria,2010,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
610,Bulgaria,2010,Noncommunicable diseases,Malignant neoplasms,17.2
611,Bulgaria,2010,Noncommunicable diseases,Other neoplasms,0.1
612,Bulgaria,2010,Noncommunicable diseases,Diabetes mellitus,1.5
613,Bulgaria,2010,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
614,Bulgaria,2010,Noncommunicable diseases,Mental and substance use disorders,0.2
615,Bulgaria,2010,Noncommunicable diseases,Neurological conditions,1.0
616,Bulgaria,2010,Noncommunicable diseases,Sense organ diseases,0.0
617,Bulgaria,2010,Noncommunicable diseases,Cardiovascular diseases,74.6
618,Bulgaria,2010,Noncommunicable diseases,Respiratory diseases,5.3
619,Bulgaria,2010,Noncommunicable diseases,Digestive diseases,3.4
620,Bulgaria,2010,Noncommunicable diseases,Genitourinary diseases,1.6
621,Bulgaria,2010,Noncommunicable diseases,Skin diseases,0.0
622,Bulgaria,2010,Noncommunicable diseases,Musculoskeletal diseases,0.0
